78,78,78
78,78,104
78,78,130
78,78,156
78,78,182
78,78,208
78,78,234
78,78,260
78,78,286
78,78,312
78,78,338
78,78,364
78,78,390
78,104,78
78,104,104
78,104,130
78,104,156
78,104,182
78,104,208
78,104,234
78,104,260
78,104,286
78,104,312
78,104,338
78,104,364
78,104,390
78,130,78
78,130,104
78,130,130
78,130,156
78,130,182
78,130,208
78,130,234
78,130,260
78,130,286
78,130,312
78,130,338
78,130,364
78,130,390
78,156,78
78,156,104
78,156,130
78,156,156
78,156,182
78,156,208
78,156,234
78,156,260
78,156,286
78,156,312
78,156,338
78,156,364
78,156,390
78,182,78
78,182,104
78,182,130
78,182,156
78,182,182
78,182,208
78,182,234
78,182,260
78,182,286
78,182,312
78,182,338
78,182,364
78,182,390
78,208,78
78,208,104
78,208,130
78,208,156
78,208,182
78,208,208
78,208,234
78,208,260
78,208,286
78,208,312
78,208,338
78,208,364
78,208,390
78,234,78
78,234,104
78,234,130
78,234,156
78,234,182
78,234,208
78,234,234
78,234,260
78,234,286
78,234,312
78,234,338
78,234,364
78,234,390
78,260,78
78,260,104
78,260,130
78,260,156
78,260,182
78,260,208
78,260,234
78,260,260
78,260,286
78,260,312
78,260,338
78,260,364
78,260,390
78,286,78
78,286,104
78,286,130
78,286,156
78,286,182
78,286,208
78,286,234
78,286,260
78,286,286
78,286,312
78,286,338
78,286,364
78,286,390
78,312,130
78,312,156
78,312,182
78,312,208
78,312,234
78,312,260
78,312,286
78,312,312
78,312,338
78,312,364
78,312,390
78,338,182
78,338,208
78,338,234
78,338,260
78,338,286
78,338,312
78,338,338
78,338,364
78,338,390
78,364,286
78,364,312
78,364,338
78,364,364
78,364,390
78,390,364
78,390,390
104,78,78
104,78,104
104,78,130
104,78,156
104,78,182
104,78,208
104,78,234
104,78,260
104,78,286
104,78,312
104,78,338
104,78,364
104,78,390
104,104,78
104,104,104
104,104,130
104,104,156
104,104,182
104,104,208
104,104,234
104,104,260
104,104,286
104,104,312
104,104,338
104,104,364
104,104,390
104,130,78
104,130,104
104,130,130
104,130,156
104,130,182
104,130,208
104,130,234
104,130,260
104,130,286
104,130,312
104,130,338
104,130,364
104,130,390
104,156,78
104,156,104
104,156,130
104,156,156
104,156,182
104,156,208
104,156,234
104,156,260
104,156,286
104,156,312
104,156,338
104,156,364
104,156,390
104,182,78
104,182,104
104,182,130
104,182,156
104,182,182
104,182,208
104,182,234
104,182,260
104,182,286
104,182,312
104,182,338
104,182,364
104,182,390
104,208,78
104,208,104
104,208,130
104,208,156
104,208,182
104,208,208
104,208,234
104,208,260
104,208,286
104,208,312
104,208,338
104,208,364
104,208,390
104,234,78
104,234,104
104,234,130
104,234,156
104,234,182
104,234,208
104,234,234
104,234,260
104,234,286
104,234,312
104,234,338
104,234,364
104,234,390
104,260,78
104,260,104
104,260,130
104,260,156
104,260,182
104,260,208
104,260,234
104,260,260
104,260,286
104,260,312
104,260,338
104,260,364
104,260,390
104,286,78
104,286,104
104,286,130
104,286,156
104,286,182
104,286,208
104,286,234
104,286,260
104,286,286
104,286,312
104,286,338
104,286,364
104,286,390
104,312,78
104,312,104
104,312,130
104,312,156
104,312,182
104,312,208
104,312,234
104,312,260
104,312,286
104,312,312
104,312,338
104,312,364
104,312,390
104,338,130
104,338,156
104,338,182
104,338,208
104,338,234
104,338,260
104,338,286
104,338,312
104,338,338
104,338,364
104,338,390
104,364,182
104,364,208
104,364,234
104,364,260
104,364,286
104,364,312
104,364,338
104,364,364
104,364,390
104,390,312
104,390,338
104,390,364
104,390,390
130,78,78
130,78,104
130,78,130
130,78,156
130,78,182
130,78,208
130,78,234
130,78,260
130,78,286
130,78,312
130,78,338
130,78,364
130,78,390
130,104,78
130,104,104
130,104,130
130,104,156
130,104,182
130,104,208
130,104,234
130,104,260
130,104,286
130,104,312
130,104,338
130,104,364
130,104,390
130,130,78
130,130,104
130,130,130
130,130,156
130,130,182
130,130,208
130,130,234
130,130,260
130,130,286
130,130,312
130,130,338
130,130,364
130,130,390
130,156,78
130,156,104
130,156,130
130,156,156
130,156,182
130,156,208
130,156,234
130,156,260
130,156,286
130,156,312
130,156,338
130,156,364
130,156,390
130,182,78
130,182,104
130,182,130
130,182,156
130,182,182
130,182,208
130,182,234
130,182,260
130,182,286
130,182,312
130,182,338
130,182,364
130,182,390
130,208,78
130,208,104
130,208,130
130,208,156
130,208,182
130,208,208
130,208,234
130,208,260
130,208,286
130,208,312
130,208,338
130,208,364
130,208,390
130,234,78
130,234,104
130,234,130
130,234,156
130,234,182
130,234,208
130,234,234
130,234,260
130,234,286
130,234,312
130,234,338
130,234,364
130,234,390
130,260,78
130,260,104
130,260,130
130,260,156
130,260,182
130,260,208
130,260,234
130,260,260
130,260,286
130,260,312
130,260,338
130,260,364
130,260,390
130,286,78
130,286,104
130,286,130
130,286,156
130,286,182
130,286,208
130,286,234
130,286,260
130,286,286
130,286,312
130,286,338
130,286,364
130,286,390
130,312,78
130,312,104
130,312,130
130,312,156
130,312,182
130,312,208
130,312,234
130,312,260
130,312,286
130,312,312
130,312,338
130,312,364
130,312,390
130,338,78
130,338,104
130,338,130
130,338,156
130,338,182
130,338,208
130,338,234
130,338,260
130,338,286
130,338,312
130,338,338
130,338,364
130,338,390
130,364,156
130,364,182
130,364,208
130,364,234
130,364,260
130,364,286
130,364,312
130,364,338
130,364,364
130,364,390
130,390,260
130,390,286
130,390,312
130,390,338
130,390,364
130,390,390
156,78,78
156,78,104
156,78,130
156,78,156
156,78,182
156,78,208
156,78,234
156,78,260
156,78,286
156,78,312
156,78,338
156,78,364
156,78,390
156,104,78
156,104,104
156,104,130
156,104,156
156,104,182
156,104,208
156,104,234
156,104,260
156,104,286
156,104,312
156,104,338
156,104,364
156,104,390
156,130,78
156,130,104
156,130,130
156,130,156
156,130,182
156,130,208
156,130,234
156,130,260
156,130,286
156,130,312
156,130,338
156,130,364
156,130,390
156,156,78
156,156,104
156,156,130
156,156,156
156,156,182
156,156,208
156,156,234
156,156,260
156,156,286
156,156,312
156,156,338
156,156,364
156,156,390
156,182,78
156,182,104
156,182,130
156,182,156
156,182,182
156,182,208
156,182,234
156,182,260
156,182,286
156,182,312
156,182,338
156,182,364
156,182,390
156,208,78
156,208,104
156,208,130
156,208,156
156,208,182
156,208,208
156,208,234
156,208,260
156,208,286
156,208,312
156,208,338
156,208,364
156,208,390
156,234,78
156,234,104
156,234,130
156,234,156
156,234,182
156,234,208
156,234,234
156,234,260
156,234,286
156,234,312
156,234,338
156,234,364
156,234,390
156,260,78
156,260,104
156,260,130
156,260,156
156,260,182
156,260,208
156,260,234
156,260,260
156,260,286
156,260,312
156,260,338
156,260,364
156,260,390
156,286,78
156,286,104
156,286,130
156,286,156
156,286,182
156,286,208
156,286,234
156,286,260
156,286,286
156,286,312
156,286,338
156,286,364
156,286,390
156,312,78
156,312,104
156,312,130
156,312,156
156,312,182
156,312,208
156,312,234
156,312,260
156,312,286
156,312,312
156,312,338
156,312,364
156,312,390
156,338,78
156,338,104
156,338,130
156,338,156
156,338,182
156,338,208
156,338,234
156,338,260
156,338,286
156,338,312
156,338,338
156,338,364
156,338,390
156,364,130
156,364,156
156,364,182
156,364,208
156,364,234
156,364,260
156,364,286
156,364,312
156,364,338
156,364,364
156,364,390
156,390,234
156,390,260
156,390,286
156,390,312
156,390,338
156,390,364
156,390,390
182,78,78
182,78,104
182,78,130
182,78,156
182,78,182
182,78,208
182,78,234
182,78,260
182,78,286
182,78,312
182,78,338
182,78,364
182,78,390
182,104,78
182,104,104
182,104,130
182,104,156
182,104,182
182,104,208
182,104,234
182,104,260
182,104,286
182,104,312
182,104,338
182,104,364
182,104,390
182,130,78
182,130,104
182,130,130
182,130,156
182,130,182
182,130,208
182,130,234
182,130,260
182,130,286
182,130,312
182,130,338
182,130,364
182,130,390
182,156,78
182,156,104
182,156,130
182,156,156
182,156,182
182,156,208
182,156,234
182,156,260
182,156,286
182,156,312
182,156,338
182,156,364
182,156,390
182,182,78
182,182,104
182,182,130
182,182,156
182,182,182
182,182,208
182,182,234
182,182,260
182,182,286
182,182,312
182,182,338
182,182,364
182,182,390
182,208,78
182,208,104
182,208,130
182,208,156
182,208,182
182,208,208
182,208,234
182,208,260
182,208,286
182,208,312
182,208,338
182,208,364
182,208,390
182,234,78
182,234,104
182,234,130
182,234,156
182,234,182
182,234,208
182,234,234
182,234,260
182,234,286
182,234,312
182,234,338
182,234,364
182,234,390
182,260,78
182,260,104
